"ISSN";"Titulo";"Area";"Estrato"
"2528-9659";"TURKISH JOURNAL OF ORTHODONTICS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"1893-5834";"TVERGASTEIN";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"1380-5428";"TVVL MAGAZINE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2695-910X";"UBI SOCIETAS IBI IUS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"1982-7776";"UDESC EM AÇÃO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2313-5891";"UKRAINIAN FOOD JOURNAL (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"1980-8305";"ÚLTIMO ANDAR (PUCSP. ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"1556-858X";"ULTRASOUND CLINICS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"1669-9904";"UMBRALES DE AMÉRICA DEL SUR";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"1982-4920";"UNAR. REVISTA CIENTÍFICA DO CENTRO UNIVERSITÁRIO DE ARARAS ""DR. EDMUNDO ULSON""";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2467-9674";"UNDERGROUND SPACE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"1518-5257";"UNESC EM REVISTA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"0122-8919";"UNICARTA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"1415-5141";"UNICIÊNCIAS (UNIC)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2594-5971";"UNISANTA - HEALTH SCIENCE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2317-1111";"UNISANTA BIOSCIENCE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2317-1308";"UNISANTA LAW AND SOCIAL";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2317-1316";"UNISANTA SCIENCE AND TECHNOLOGY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2358-3037";"UNITAS - REVISTA ELETRÔNICA DE TEOLOGIA E CIÊNCIAS DAS RELIGIÕES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2331-950X";"UNIVERSAL JOURNAL OF MANAGEMENT (IMPRESSO)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2332-3353";"UNIVERSAL JOURNAL OF MECHANICAL ENGINEERING (PRINT)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2218-1997";"UNIVERSE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2215-4752";"UNIVERSIDAD EN DIÁLOGO (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"1415-1642";"UNIVERSIDADE DE MARÍLIA CIÊNCIAS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"1517-1779";"UNIVERSIDADE E SOCIEDADE (BRASÍLIA)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"1677-2806";"UNIVERSITÁRIA (FACULDADES INTEGRADAS TOLEDO DE ARAÇATUBA)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"1981-9730";"UNIVERSITAS CIÊNCIAS DA SAÚDE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"1982-3924";"UNIVERSITAS JURÍDICA (UNIRP)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"1678-5398";"UNIVERSITAS. CIÊNCIAS DA SAÚDE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2531-6133";"UNIVERSITY OF BOLOGNA LAW REVIEW (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2448-4180";"UNIVERSO PM - REVISTA DE GERENCIAMENTO DE PROJETOS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2178-3438";"UNOESC & CIÊNCIA - ACHS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"1571-6244";"URBAN AGRICULTURE MAGAZINE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2090-4193";"URBAN STUDIES RESEARCH";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2378-3176";"UROLOGY & NEPHROLOGY OPEN ACCESS JOURNAL";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2318-0021";"UROMINAS ¿ REVISTA CIENTÍFICA DE UROLOGIA DA SBU-MG";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"1548-6613";"US-CHINA EDUCATION REVIEW";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"1316-5216";"UTOPÍA Y PRAXIS LATINOAMERICANA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"1315-5216";"UTOPÍA Y PRAXIS LATINOAMERICANA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"1676-2525";"VALE (ASSIS)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"1517-9710";"VALOR ECONÔMICO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2500-3259";"VAVILOV JOURNAL OF GENETICS AND BREEDING";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2473-4810";"VECTOR BIOLOGY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"0368-0770";"VERHANDLUNGEN - INTERNATIONALE VEREINIGUNG FUR THEORETISCHE UND ANGEWANDTE LIMNOLOGIE C";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";" C"
"1809-2667";"VÉRTICES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2072-2672";"VESTNIK OF IVANOVO STATE POWER ENGINEERING UNIVERSITY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"0376-4362";"VETERINARIA (MONTEVIDEO)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"1679-5237";"VETERINÁRIA EM FOCO (ULBRA)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2011-5415";"VETERINARIA Y ZOOTECNIA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2451-943X";"VETERINARY AND ANIMAL SCIENCE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2359-5086";"VETERINARY AND SCIENCE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2053-1095";"VETERINARY MEDICINE AND SCIENCE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2052-6113";"VETERINARY RECORD OPEN";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2358-1018";"VETSCIENCE MAGAZINE (IMPRESSO)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"1983-5515";"VIAS REFLEXIVAS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2175-6325";"VIDA DE ENSINO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"1019-6366";"VIDA Y PENSAMIENTO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"0507-7230";"VIERTELJAHRSSCHRIFT FÜR WISSENSCHAFTLICHE PAOAGOGIK";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"1678-3425";"VIRTUAJUS (PUCMG)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"1519-2563";"VIRUS REVIEWS AND RESEARCH";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"1518-8361";"VISÃO ACADÊMICA (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"1809-7170";"VISÃO JURÍDICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2035-6633";"VISIONI LATINOAMERICANE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2238-0353";"VISTOS ETC";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"0121-4004";"VITAE (MEDELLÍN)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2376-1318";"VITAMINS & MINERALS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"1413-3563";"Vittalle (impresso)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2177-7853";"Vittalle (online)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2526-0529";"VIVÊNCIAS EDUCACIONAIS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2316-6886";"WATER RESOURCES AND IRRIGATION MANAGEMENT";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"1570-1263";"WEB INTELLIGENCE AND AGENT SYSTEMS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2046-1690";"WEBMEDCENTRAL.COM";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"0856-860X";"WESTERN INDIAN OCEAN JOURNAL OF MARINE SCIENCES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"1447-3828";"WFOT BULLETIN";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2523-6571";"WILLARIY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"1883-8413";"WIND ENGINEERS, JAWE (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"0710-0841";"WINDSOR YEARBOOK OF ACCESS TO JUSTICE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"0884-7355";"WOMEN¿S HEALTH";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"1307-6892";"WORD ACADEMY OF SCIENCE, ENGINEERING AND TECHONOLOGY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2182-8938";"WORKERS OF THE WORLD. INTERNATIONAL JOURNAL ON STRIKES AND SOCIAL CONFLICTS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2070-3724";"WORLD ACADEMY OF SCIENCE, ENGINEERING AND TECHNOLOGY. OPEN SCIENCE RESEARCH JOURNALS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"1307-6884";"WORLD ACADEMY OF SCIENCE, ENGINEERING AND TECHNOLOGY. PROCEEDINGS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2010-376X";"WORLD ACADEMY OF SCIENCES (PRINT)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"1041-5602";"WORLD AQUACULTURE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"0960-0949";"WORLD ARBITRATION & MEDIATION REPORT";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"1949-8454";"WORLD JOURNAL OF BIOLOGICAL CHEMISTRY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"1949-8462";"WORLD JOURNAL OF CARDIOLOGY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2375-1665";"WORLD JOURNAL OF CHEMICAL EDUCATION";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2220-3141";"WORLD JOURNAL OF CRITICAL CARE MEDICINE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2042-5961";"WORLD JOURNAL OF ENTREPRENEURSHIP, MANAGEMENT AND SUSTAINABLE DEVELOPMENT";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2220-315X";"WORLD JOURNAL OF EXPERIMENTAL MEDICINE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2277-7105";"WORLD JOURNAL OF PHARMACEUTICAL RESEARCH";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2321-3086";"WORLD JOURNAL OF PHARMACEUTICAL SCIENCES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2220-3206";"WORLD JOURNAL OF PSYCHIATRY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"1949-8470";"WORLD JOURNAL OF RADIOLOGY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2455-3956";"WORLD JOURNAL OF RESEARCH AND REVIEW";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2638-4574";"WORLD JOURNAL OF VASCULAR SURGERY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2411-6661";"WORLD SCIENTIFIC RESEARCH,";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2322-4568";"WORLD'S VETERINARY JOURNAL";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"1790-0832";"WSEAS TRANSACTIONS ON INFORMATION SCIENCE AND APPLICATIONS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"1790-5060";"WSEAS TRANSACTIONS ON POWER SYSTEMS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2224-3488";"WSEAS TRANSACTIONS ON SIGNAL PROCESSING";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2224-2678";"WSEAS TRANSACTIONS ON SYSTEMS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"1517-2627";"XIX REUNIÃO BRASILEIRA DE MANJEO E CONSERVAÇÃO DO SOLO E ÁGUA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2175-957X";"XL CONGRESSO BRASILEIRO DE EDUCAÇÃO EM ENGENHARIA - COBENGE 2012";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2177-336X";"XV ENDIPE - ENCONTRO NACIONAL DE DIDÁTICA E PRÁTICA DE ENSINO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2175-2761";"XXX CONGRESSO DA SOCIEDADE BRASILEIRA DE COMPUTAÇÃO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"0375-5223";"ZEITSCHRIFT DER ARBEITSGEMEINSCHAFT ÖSTERREICHISCHER ENTOMOLOGEN";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"0044-2348";"ZEITSCHRIFT FÜR AUSLÄNDISCHES ÖFFENTLICHES RECHT UND VÖLKERRECHT (IMPRESSO)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"0084-5310";"ZEITSCHRIFT FÜR DIE GESAMTE STRAFRECHTSWISSENSCHAFT - THE GRUYTER";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"0044-3638";"ZEITSCHRIFT FÜR VERGLEICHENDE RECHTSWISSENSCHAFT";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"0412-3662";"ZHUANGSHI";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2237-2059";"ZUM";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"C"
"2238-0272";"#10.ART";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2409-3823";"[C]COMPASSESWORLD: THE ARCHITECTURE AND INTERIOR DESIGN INTERNATIONAL NETWORK | MIDDLE NP";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1983-9537";"14º";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2317-9953";"1ª ANÁLISE - SEADE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"0094-2898";"2010 42ND SOUTHEASTERN SYMPOSIUM ON SYSTEM THEORY (SSST)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2236-4285";"20ª. COMPÓS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2237-6143";"2º CONGRESSO BRASILEIRO DE ENGENHARIA DE PRODUÇÃO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2175-8132";"978-85-98936-04-8";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1647-3248";"A PÁGINA DA EDUCAÇÃO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1060-2011";"ABSTRACTS OF THE GENERAL MEETING OF THE AMERICAN SOCIETY FOR MICROBIOLOGY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1543-8643";"ACADEMY OF MANAGEMENT PROCEEDINGS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1068-6452";"ACCOUNTING TECHNOLOGY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1899-2358";"ACTA PHYSICA POLONICA. B, PROCEEDINGS SUPPLEMENT";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"0257-0076";"ACTES DES COLLOQUES INSECTES SOCIAUX";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1022-6680";"ADVANCED MATERIALS RESEARCH";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1662-8985";"ADVANCED MATERIALS RESEARCH (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1984-8455";"ADVANCES IN CLEANER PRODUCTION";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"0091-3952";"ADVANCES IN NEUROLOGY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"0065-3438";"ADVANCES IN THE ASTRONAUTICAL SCIENCES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2184-0474";"AEGYPTOLOGUS - CADERNO DE DIVULGAÇÃO CIENTÍFICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2594-732X";"AFLUENTE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1276-2458";"AFRICULTURES: LA REVUE DE REFERENCE DES CULTURES AFRICAINES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1981-7827";"AISTHE (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2317-3971";"ALGAZARRA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1948-9919";"AMERICAN JOURNAL OF NEUROSCIENCE (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1808-9755";"ANAIS - ENCONTRO NACIONAL DE TURISMO COM BASE LOCAL";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1809-7189";"ANAIS - SIMPEP";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2179-8400";"ANAIS ¿ CONGRESSO BRASILEIRO DE GESTÃO AMBIENTAL";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2237-1311";"ANAIS 2011";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2238-2925";"ANAIS BRASILEIROS DE ESTUDOS TURÍSTICOS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2317-1413";"ANAIS CONGRESSO INTERNACIONAL DE EDUCAÇÃO DO NOROESTE PAULISTA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1808-7639";"ANAIS DE EVENTOS DA UFSCAR";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2175-4683";"ANAIS DO ... CONGRESSO BRASILEIRO DE CIÊNCIAS DA COMUNICAÇÃO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2176-1396";"ANAIS DO ... CONGRESSO NACIONAL DE EDUCAÇÃO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2318-4035";"ANAIS DO ... ENCONTRO DE ESTUDOS MULTIDISCIPLINARES EM CULTURA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2175-8212";"ANAIS DO ... ENCONTRO NACIONAL DA ANPAP (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2175-8298";"ANAIS DO ... ENCONTRO NACIONAL DE ENGENHARIA DE PRODUÇÃO, PROCEEDINGS ... INTERNATIONAL CONFERENCE NP";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2175-098X";"ANAIS DO ... ENCONTRO NACIONAL DE POLÍTICA SOCIAL";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2178-3500";"ANAIS DO ... SEMINÁRIO INTERNACIONAL DE CIÊNCIAS DO AMBIENTE E SUSTENTABILIDADE NA AMAZÔNIA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2359-2109";"ANAIS DO CONGRESSO BRASILEIRO DE EDUCAÇÃO ESPECIAL";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2358-1557";"ANAIS DO CONGRESSO BRASILEIRO DE PROCESSO COLETIVO E CIDADANIA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2317-0506";"ANAIS DO CONGRESSO DA SOTER";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2178-0676";"ANAIS DO CONGRESSO INTERNACIONAL DE PESQUISA (AUTO)BIOGRÁFICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2527-0451";"ANAIS DO CONGRESSO LATINO-AMERICANO DE ADMINISTRAÇÃO E NEGÓCIOS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2178-0765";"ANAIS DO IV CONGRESSO LATINO-AMERICANO DE CIÊNCIAS SOCIAIS E HUMANIDADES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1413-1803";"ANAIS DO MUSEU HISTÓRICO NACIONAL";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2525-3778";"ANAIS DO SEFIM - SIMPÓSIO DE ESTÉTICA E FILOSOFIA DA MÚSICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2446-5364";"ANAIS DO SEMINÁRIO DE TECNOLOGIAS APLICADAS A EDUCAÇÃO E SAÚDE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2358-7334";"ANAIS DO SEMINÁRIO DOS ESTUDANTES DA PÓS-GRADUAÇÃO EM FILOSOFIA DA UFSCAR";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2238-9245";"ANAIS DO SIEP: CONSUMO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2318-9258";"ANAIS DO VI SIMPÓSIO DE ENGENHARIA DE PRODUÇÃO - SIMEP 2018";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2316-6541";"ANAIS DO WORKSHOP DE INFORMÁTICA NA ESCOLA (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2177-7888";"ANAIS DO XVI CONGRESSO DE COMUNICAÇÃO DA REGIÃO SUDESTE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2359-1048";"ANAIS DO XVIII ENGEMA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2316-8889";"ANAIS DOS WORKSHOPS DO CONGRESSO BRASILEIRO DE INFORMÁTICA NA EDUCAÇÃO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2526-5423";"ANAIS ELETRÔNICOS DO CONGRESSO EPISTEMOLOGIAS DO SUL";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2594-8326";"ANAIS ERESPP";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2318-2148";"ANAIS USO PÚBLICO EM UNIDADES DE CONSERVAÇÃO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1980-9824";"ÂNCORA (INSTITUTO ÂNCORA DE ENSINO. ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2177-7608";"ÂNCORAS E FUZIS - CORPO DE FUZILEIROS NAVAIS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"0980-157X";"ANNALES DE LA FONDATION FYSSEN";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"2451-0491";"ANNALES UNIVERSITATIS MARIAE CURIE-SKLODOWSKA, SECTIO N ¿ EDUCATIO NOVA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1601-4057";"ANNUAL TRANSACTIONS OF THE NORDIC RHEOLOGY SOCIETY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"1983-7364";"ANUÁRIO BRASILEIRO DE SEGURANÇA PÚBLICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"0102-8731";"ANUÁRIO EVANGÉLICO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"0718-3186";"AOA (SANTIAGO)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"0945-9871";"AQUA (NEU-ISENBURG)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
"0190-9940";"ARCHAEOASTRONOMY (COLLEGE PARK)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"NP"
